date,forecast_price_inr_10kg,lower_80pct,upper_80pct,trend,lower_95pct,upper_95pct,is_forecast
2026-02-01,1184.96714233493,1179.1493423327115,1190.7237782586549,883.5129388571365,1176.015243217282,1194.4895994281924,False
2026-03-01,1303.1742526900068,1297.3819893706436,1308.8765317119432,884.7930106836785,1293.7541403141468,1312.4754458314917,False
2026-04-01,1300.0331719621506,1293.7435898042777,1305.7522137011313,886.2102330630645,1290.207242152029,1309.182753281512,True
2026-05-01,1301.1024926931202,1293.9621147824737,1308.0185507180597,887.5817385915024,1290.0660097581117,1312.1964470547068,True
2026-06-01,1305.9691393762607,1297.5777352156406,1313.8363141118318,888.9989609708882,1292.6368831159564,1319.8152839758395,True
2026-07-01,1307.8043273704548,1297.3468979437682,1317.659639261125,890.3704664993262,1287.63898943478,1328.7464768131777,True
2026-08-01,1308.0310025008896,1293.6767388321941,1320.7196198300344,891.787688878712,1279.9196717301263,1337.98185849428,True
2026-09-01,1309.1495043953873,1290.9755628470098,1328.0413531290124,893.2049112580978,1272.3462449444025,1347.6869562951929,True
2026-10-01,1315.992147399453,1292.932190531309,1338.6768258259956,894.5764167865358,1267.6799417925865,1360.0607428097605,True
2026-11-01,1316.1681382494703,1287.9799814628814,1345.2819638796389,895.9936391659215,1256.4586138961304,1370.4300224884914,True
2026-12-01,1317.2016647701253,1283.3306688841774,1352.25871741395,897.3651446943596,1246.4747429770712,1382.591737805303,True
2027-01-01,1316.0737646166845,1277.574456325202,1356.413978952744,898.7823670737454,1231.078157738933,1391.199121009118,True
2027-02-01,1320.1003801517827,1272.6324907156409,1367.35198760746,900.1995894531312,1222.713176416849,1407.7660255107855,True
2027-03-01,1329.3522722446176,1276.6635265689556,1383.6752191594212,901.4796612796733,1221.7700247029477,1423.212581977073,True
